rec_id,business_name,category,cuisine_type,city_metro,neighborhood,country,address,jacks_verdict,sentiment,platform,source_title,source_url,timestamp,publish_date,score_0_10,praise_strength,repeat,best_of_language,superlatives,dishes_called_out,must_order,price_mentioned,price_tier,city_cat_key,covered,notes
JDR-0143,L'Entrecote (sandwich shop),Restaurant / sandwich shop,French (steak sandwich),Paris,,France,,"The viral steak frites sandwich from the most famous steak frites restaurant's new sandwich shop; a baguette with some of the most delicious steak sauce ever made, worth pouring extra into the bread.",Positive,YouTube (Short),Trying the viral steak frites sandwich in Paris #sandwich #steak #steaksandwich #paris #foodreview,https://www.youtube.com/watch?v=Kbai5yBQrMA,,2024-03-17,8,High,No,No,some of the most delicious steak sauce ever made; is this sandwich amazing? yeah,Steak frites sandwich (steak on a baguette with steak sauce),Steak frites sandwich,$24 / €22,$$,Paris|Restaurant / sandwich shop|French (steak sandwich),Yes,"Sandwich shop by the famous steak frites restaurant; exact name garbled in transcript ('Laray St Entrecoot'), likely a Relais de l'Entrecote-style spot. Priced expensive for a sandwich."
JDR-0246,Chez Janou,Restaurant,French,Paris,,France,,Really creamy and rich chocolate mousse; France is putting me on.,Positive,YouTube (Short),"Trying the best chocolate mousse in the world! 📍Chez Janos & Le Bon George’s, Paris",https://www.youtube.com/watch?v=w6nUnvSGKhM,,2026-06-24,8,Medium,No,Yes,most famous chocolate mousse in the world,chocolate mousse,chocolate mousse,,,Paris|Restaurant|French,Yes,Title spells it Chez Janos; transcript says Chez Janou. Paired with Le Bon George's.
JDR-0254,Chez Alain Miam Miam,Sandwich Shop,French/Sandwiches,Paris,,France,,Delicious; the French sandwich gives Italy a run for its money.,Positive,YouTube (Short),Is this the best sandwich in Paris?📍 @chezalainmiammiam Paris #sandwich #sandwiches #paris,https://www.youtube.com/watch?v=NIqJQnNl9t0,,2025-09-24,8,High,No,Yes,best sandwich in all of Paris,shaved cheese sandwich; souped-up ham and cheese,shaved cheese sandwich,,,Paris|Sandwich Shop|French/Sandwiches,Yes,Famous for shaved cheese sandwiches; custom bread. Handle @chezalainmiammiam.
JDR-0294,La Maison d'Isabelle,Cafe,French bakery / croissants,Paris,,France,,"Very impressed with how perfectly layered and crispy, but a croissant has a ceiling",Positive,YouTube (Short),I flew to Paris to try what people say is the best croissant in the world! 📍La Maison d’lsabelle,https://www.youtube.com/watch?v=A8mSUk5MHwI,,2025-09-22,8,Medium,No,Yes,what many say is the best croissant in the world,croissant,croissant,,,Paris|Cafe|French bakery / croissants,Yes,One of few bakeries in Paris still handmaking every croissant; local French butter; fresh every 20 min
JDR-0361,L'Auberge Aveyronnaise,Restaurant,French,Paris,,France,,Absurdly rich but undeniably great; the cheesy mashed potatoes are low-key fantastic and the roast duck is phenomenal with crispy melt-in-your-mouth skin.,Positive,YouTube (Short),Trying the famous cheesy mashed potatoes in Paris 📍 L’Auberge Aveyronnaise,https://www.youtube.com/watch?v=dzRZFh5VqaE,,2026-06-10,8,High,No,No,famous cheesy mashed potatoes,cheesy mashed potatoes; roast duck; French sausage,cheesy mashed potatoes; roast duck,,,Paris|Restaurant|French,Yes,"Cheesy mashed potatoes use two sticks of butter, two pounds of brie, and heavy garlic per batch."
JDR-0099,Homer Lobster,Restaurant,Seafood / Lobster Rolls,Paris,,France,,"Supposedly the world's best lobster roll. The $55 caviar lobster roll is not worth it, but the lobster grilled cheese with melted cheese is hitting on all cylinders.",Mixed,YouTube (Short),"Trying supposedly the world’s best lobster roll PT.2📍Homer Lobster, Paris #paris #lobsterroll #food",https://www.youtube.com/watch?v=V-pHy5HVX-I,,2024-07-10,7,Medium,Yes,Yes,world's best lobster roll,caviar lobster roll; lobster grilled cheese,lobster grilled cheese,$55 caviar lobster roll,$$$,Paris|Restaurant|Seafood / Lobster Rolls,Yes,Caviar lobster roll called not worth it; grilled cheese version praised.
JDR-0203,Prunier,Restaurant,French / Seafood,Paris,,France,,"It is delicious, but one pretty penny for a filet-o-fish",Mixed,YouTube (Short),"Trying the viral $90 filet-o-fish sandwich in Paris 📍Prunier, Paris",https://www.youtube.com/watch?v=dq-JKAjx1R8,,2026-06-02,7,Medium,No,No,viral $90 filet-o-fish sandwich,$90 filet-o-fish sandwich with caviar,filet-o-fish sandwich,$90 (40 euro without caviar),$$$$,Paris|Restaurant|French / Seafood,Yes,Custom award-winning bun; caviar is just for the vibes; Jack added balsamic vinegar
JDR-0388,Le Procope,Restaurant,French,Paris,,France,,One of the oldest restaurants in the world.,Positive,YouTube (Short),This is what one of the oldest restaurants in the world is like 📍Le Procope #foodie #france #steak,https://www.youtube.com/watch?v=WGlJKOLlaIs,,2023-09-26,7,Medium,No,No,one of the oldest restaurants in the world,steak,,,$$$,Paris|Restaurant|French,Yes,No transcript; venue and framing from title/hashtags. Le Procope is in Paris.
JDR-0286,Le Petit Vendôme,Sandwich Shop,French,Paris,,France,,Great sandwich but a ham and butter can only take you so far,Mixed,YouTube (Short),Eating the best ham & butter sandwich in Paris📍Le Petit Vendôme,https://www.youtube.com/watch?v=U2wNQJdWE5Y,,2026-06-22,6,Low,No,Yes,voted best sandwich in the world last year,ham and butter sandwich,ham and butter sandwich,,,Paris|Sandwich Shop|French,Yes,"Jack disputes the best-in-world claim; praises baguette, butter, pickles but says there's a ceiling"
JDR-0208,Louis Vuitton Cafe,Cafe,Chocolate / Pastry,Paris,,France,,"It does taste good, but in no world is this worth 250 euro",Mixed,YouTube (Short),"Trying the most expensive chocolates in Paris.. would you guys try it? 📍 Louis Vuitton, Paris",https://www.youtube.com/watch?v=RSn0V73kdMk,,2025-10-02,5,Low,No,No,most expensive chocolates in all of Paris,"crown jewel chocolate, marble cake in dark chocolate, three-floored chocolate drawer, peanut praline",marble cake dipped in dark chocolate,~$700 for two boxes; 250 euro crown jewel; 30 euro cake; 120 euro drawer,$$$$,Paris|Cafe|Chocolate / Pastry,Yes,Chocolate sommelier helps pick; praline like high-end Reese's; would take the Reese's head-to-head
JDR-0163,Parma Rotta,Dessert,Gelato,Parma,,Italy,,The creamiest gelato I think I've ever tried in my entire life.,Positive,YouTube (Short),"Best Gelato Italy? 📍Parma Rotta, Italy",https://www.youtube.com/watch?v=rioXmZQ-3-Y,,2026-07-02,10,High,No,Yes,best gelato I've ever had in my entire life; creamiest gelato ever,zabaglione egg cream gelato; chocolate gelato,zabaglione (egg cream) gelato,,,Parma|Dessert|Gelato,Yes,"Milk sourced from local Parma farms, same used for Parmesan. Tableside whipped egg cream drizzled over gelato."
JDR-0244,,Restaurant,Mexican,Philadelphia,,USA,,I can die happy after eating his tacos; the best Mexican food in the country,Positive,YouTube (Short),Who knew Philly had the best Mexican food #tacos #food #foodie,https://www.youtube.com/watch?v=QuTGaxvI-Y8,,2022-12-01,9,High,No,Yes,best Mexican food in the country,"lobster pan-fried in matcha butter tacos, bone-in ribeye in homemade tortilla, whole branzino",birria-style tacos,,,Philadelphia|Restaurant|Mexican,Yes,Venue name not stated; Chef Frankie went from busing tables to head chef
JDR-0281,,Restaurant,Korean,Philadelphia,,USA,,The best Korean meal I've ever had; producing magic in the kitchen.,Positive,YouTube (Short),This bone in beef short rib was life changing #philly #food #koreanfood,https://www.youtube.com/watch?v=-FazkrNpgKo,,2022-11-29,9,High,No,Yes,best Korean meal I've ever had,bone-in beef short rib; sesame crusted bluefin tuna; poisson duck burger; spicy Dungeness crab; Korean fried chili glazed wings,bone-in beef short rib,,,Philadelphia|Restaurant|Korean,Yes,"Chef Peter; Philly Korean spot. Venue name not stated but a real identifiable subject (named chef, 20-yr recipes)."
JDR-0171,Cedric Grolet,Dessert,Pastries,Saint-Tropez,,France,,Beautiful but questionable value; not sure it's worth €20 a bite.,Mixed,YouTube (Short),Trying the most expensive pastries in France 📍Cedric Grolet,https://www.youtube.com/watch?v=KdGGpwIS4mo,,2025-09-04,7,Medium,Yes,No,the god of pastries; most viral pastries in all of France,mango pastry; peanut pastry; strawberry pastry; popcorn pastry; strawberry tart,peanut pastry,$20 / €20 each; €45 strawberry tart,$$$$,Saint-Tropez|Dessert|Pastries,Yes,Line down the block; pastry window with chefs making pastries.
JDR-0333,Le Café Louis Vuitton,Restaurant,French / Fine Dining,Saint-Tropez,,France,,World's smallest tuna tartar; chicken just a normal juicy piece,Mixed,YouTube (Short),I spent $275 at the Louis Vuitton restaurant in France #france #louisvuitton,https://www.youtube.com/watch?v=16245c20Iwg,,2025-08-05,5,Low,No,No,one of the only Michelin star Louis Vuitton restaurants in the world,"tuna tartar, roast chicken, tomato tart",,$275 total; EUR 230 five-course tasting menu,$$$$,Saint-Tropez|Restaurant|French / Fine Dining,Yes,Mocks tiny portions; city inferred from 'Sanro Page' (Saint-Tropez)
JDR-0065,Joselito,Activity,Spanish / Jamon Iberico,Salamanca,,Spain,,"""The best hamon and pork I've ever had in my life. Jose, that is a 10""",Positive,YouTube (long-form),This Ham Costs More Than a House!,https://www.youtube.com/watch?v=1BUVK_XQstM,00:25,2026-04-29,10,High,No,Yes,the highest quality hamon in the world; best ham I've ever had,Aged Jamon Iberico (up to 18-19 yrs); chorizo; solomillo,"Aged Jamon Iberico, hand-sliced","~80,000 euros for oldest leg",$$$$,Salamanca|Activity|Spanish / Jamon Iberico,Yes,"Jose Gomez, 6th-gen head of Joselito; oldest ham cellar in Spain. Producer/experience, not a restaurant"
JDR-0120,Yank Sing,Restaurant,Chinese / Dim Sum,San Francisco,,USA,,"A legend hand-making the best dumplings for 70 years. The dim sum cart tracks you down with James Beard-winning soup dumplings, easily some of the best he's ever had, and they keep getting better.",Positive,YouTube (Short),"Dumpling carts are what the people want  📍Yank Sing, SF #food #foodreels #dumplings",https://www.youtube.com/watch?v=Navx3MsGrFQ,,2023-02-08,9,High,No,Yes,best dumplings; James Beard winning; some of the best I've ever had,soup dumplings; dim sum cart,soup dumplings,,$$,San Francisco|Restaurant|Chinese / Dim Sum,Yes,Only spot still doing a dim sum cart per transcript.
JDR-0318,Epic Steak,Steakhouse,Steakhouse / surf and turf,San Francisco,,United States,,Most underrated steakhouse I've ever been to,Positive,YouTube (Short),"Who likes surf and turf??             📍Epic Steak, SF #food #steak #foodreels",https://www.youtube.com/watch?v=ynWCiSKrOWs,,2023-02-22,9,High,No,No,the most underrated steakhouse I've ever been to,surf and turf; herb crusted lobster; truffle mac and cheese,surf and turf special,,,San Francisco|Steakhouse|Steakhouse / surf and turf,Yes,Chef Colton; reverse-seared steaks broiled in wood-fired oven
JDR-0155,Molinari Delicatessen,Deli / sandwich shop,Italian-American (deli),San Francisco,North Beach,USA,,"The oldest sandwich shop in America, started in 1896 and handed down four generations; they import the best ingredients from Italy and hand-make their own salamis, and the Luciano smash is a must-try.",Positive,YouTube (Short),Look at this man’s mustache #food #foodreels #italianfood,https://www.youtube.com/watch?v=IVt1bv4l6zU,,2023-02-06,8,High,No,Yes,the oldest sandwich shop in America,Luciano smash; house-made salamis,Luciano smash,,$$,San Francisco|Deli / sandwich shop|Italian-American (deli),Yes,"Run by great-great-grandson Nikola. City/neighborhood inferred (Molinari Delicatessen, 1896, is the North Beach, San Francisco institution)."
JDR-0255,La Taqueria,Street Food,Mexican,San Francisco,,USA,,"Tortilla phenomenal, perfectly chewy and crispy; a great taco.",Positive,YouTube (Short),"Trying what people say is one of the best burritos in the country! 📍La Taqueria, SF #burrito #taco",https://www.youtube.com/watch?v=99DwmzhCysE,,2025-08-20,8,Medium,No,Yes,best burrito in the country,carne asada burrito (no rice); chorizo tacos,carne asada burrito no rice,,,San Francisco|Street Food|Mexican,Yes,Institution from Tijuana 1973; supposedly invented the fried burrito. Local legend Miguel makes tacos.
JDR-0383,House of Prime Rib,Restaurant,American/Steakhouse,San Francisco,,USA,,"Supposedly the best prime rib in America; a $65 all-you-can-eat one-item menu with a theatrical tableside salad presentation. Fun, old-school Tony Soprano vibe.",Positive,YouTube (Short),This is supposedly the best prime rib in America #steak #primerib #shorts #fyp #food,https://www.youtube.com/watch?v=AmBqDu31tmc,,2024-02-08,8,Medium,No,Yes,most famous prime rib in America; best prime rib in America,all-you-can-eat prime rib; tableside spinning salad; martini,prime rib,all-you-can-eat prime rib $65; martini $14,$$$,San Francisco|Restaurant|American/Steakhouse,Yes,City inferred from House of Prime Rib being a San Francisco institution. Can take 6 months to get a reservation.
JDR-0394,Waterbar,Restaurant,Seafood/Asian,San Francisco,,USA,,One of the coolest restaurants he's seen (fish tanks); the craziest dish in SF is Chef Justin's full Asian-style Dungeness crab in a spicy marinade. Amazing.,Positive,YouTube (Short),Who’s eating this?? #food #foodreels,https://www.youtube.com/watch?v=JxQfoDytsNA,,2023-02-09,8,High,No,No,craziest dish in San Francisco,Asian-style Dungeness crab with spicy marinade,Dungeness crab,,$$$,San Francisco|Restaurant|Seafood/Asian,Yes,Transcribed as 'waterborne'; venue is Waterbar in San Francisco. Chef Justin.
JDR-0272,Bodega,Restaurant,Breakfast/Burritos,San Francisco,,USA,,Tater tots extra crispy; whole squad a massive vibe.,Mixed,YouTube (Short),This is the best breakfast burrito in SF #breakfast #burrito #sanfrancisco #foodreview #mukbang,https://www.youtube.com/watch?v=pbi9r_nqkvI,,2024-02-18,7,Medium,No,No,most hyped up breakfast burrito in all of San Francisco,short rib breakfast burrito; extra crispy tater tots,short rib breakfast burrito,,,San Francisco|Restaurant|Breakfast/Burritos,Yes,"Only sells Saturdays, sells out in an hour. Jack admits he isn't a breakfast burrito fan."
JDR-0130,Gambara,Restaurant / pincho bar,Spanish (Basque pintxos),San Sebastian,,Spain,,Anthony Bourdain's favorite restaurant in San Sebastian; the famous jumbo scarlet prawns are easily the best prawn he's ever had and the mushroom dish is perfect with no improving it.,Positive,YouTube (Short),Trying the famous €45 prawns at Anthony Bourdain’s favorite restaurant in San Sebastián #food,https://www.youtube.com/watch?v=G9LGM7wcHNk,,2025-05-12,9,High,No,Yes,best shrimp in the world; easily the best prawn I've ever had in my life; there's no improving this dish,Jumbo scarlet prawns; local Spanish mushrooms with egg yolk and foie gras; homemade croissant sandwich,Jumbo scarlet prawns,€45 per prawn,$$$,San Sebastian|Restaurant / pincho bar|Spanish (Basque pintxos),Yes,Anthony Bourdain's favorite spot and favorite dish (the mushrooms). Small pincho bar.
JDR-0173,Casa Julian,Steakhouse,Basque / Steak,San Sebastian,,Spain,,The meat is so incredibly tender; lives up to the hype for sure.,Positive,YouTube (Short),"Trying what people say is the best steakhouse in Spain, ranked #7 in the world! 📍Casa Julián",https://www.youtube.com/watch?v=Rt1Pp1ppQxs,,2025-05-30,9,High,No,Yes,the temple of meat; ranked #7 in the world,rare-cooked dairy cow steak; local sweet pimento peppers,the steak with sweet pimento peppers,,,San Sebastian|Steakhouse|Basque / Steak,Yes,Only uses dairy cows; only cooks steak rare; cooked 3 ft from table.
JDR-0296,La Viña,Dessert,Basque cheesecake,San Sebastian,,Spain,,By far the best slice we've had; that liquid gold bite was insane,Positive,YouTube (Short),"Trying what people say is the best basque cheesecake in Spain 📍La Vina, San Sebastián #food",https://www.youtube.com/watch?v=UbT3pG3qEKc,,2025-04-22,9,High,No,Yes,the most famous cheesecake in the world; best Basque cheesecake on earth,Basque cheesecake (liquid gold center),"Basque cheesecake, pair with wine",,,San Sebastian|Dessert|Basque cheesecake,Yes,"Invented the cheesecake ~70 years ago; only five ingredients, made fresh; two slices per order"
JDR-0213,Zero Spine,Restaurant,Seafood / Italian,Sicily,,Italy,,That's delicious; this is why you come to Sicily,Positive,YouTube (Short),Trying a 5 pound Mediterranean lobster in Sicily 📍Zero Spine#sicily #italy #italianfood #food,https://www.youtube.com/watch?v=8tUL4nMQ8X0,,2025-03-31,9,High,No,No,,"5lb Mediterranean lobster, lobster tail in Sicilian butter, Sicilian tomatoes",5lb Mediterranean lobster,,,Sicily|Restaurant|Seafood / Italian,Yes,Fish market and restaurant run by father-son duo; pregnant lobster with eggs; point to what you want
JDR-0259,,Dessert,Italian/Sicilian,Sicily,,Italy,,Absolutely shits on any cannoli I've had in America.,Positive,YouTube (Short),Trying the best cannoli in the world! #food #cannoli #dessert #italy,https://www.youtube.com/watch?v=xsTV5TGWZn0,,2025-03-30,9,High,No,Yes,best cannoli in the world,sheep's milk ricotta cannoli; pistachio cannoli,sheep's milk ricotta cannoli,,,Sicily|Dessert|Italian/Sicilian,Yes,Monastery secret recipe using Sicilian sheep's milk. Venue name not stated but a real identifiable monastery cannoli counter.
JDR-0081,Margaret,Steakhouse,Steak / Australian,Sydney,,Australia,,"#1 steakhouse in Australia and #2 in the world. Mishima ribeye cuts like butter with intense dry-aged flavor; heritage wagyu ribeye and bone marrow excellent, and the coral trout in XO butter is amazing.",Positive,YouTube (Short),"Trying the #2 ranked steakhouse in the world! 📍Margaret, Sydney #steak #steakhouse #australia",https://www.youtube.com/watch?v=NMetOV_zsUo,,2026-03-11,10,High,No,Yes,#2 ranked steakhouse in the world; #1 in Australia; rarest steak on earth,Mishima ribeye; heritage wagyu ribeye; bone marrow; coral trout in XO butter,Mishima ribeye,,$$$$,Sydney|Steakhouse|Steak / Australian,Yes,Run by Chef Neil; open fire grill; known also for fish.
JDR-0166,Sydney Fish Market,Food Market,Seafood,Sydney,,Australia,,Essentially a seafood paradise with over 40 vendors.,Positive,YouTube (Short),Trying all the best food at the brand new  Sydney fish market,https://www.youtube.com/watch?v=-oQp6DzMpVM,,2026-03-09,9,High,No,No,some of the best king crab I've had,Singaporean chili mud crab; bluefin tuna rib meat; king crab legs; sushi tacos; Australian oysters,Singaporean chili mud crab,$100 chili mud crab; $25 king crab leg,$$$,Sydney|Food Market|Seafood,Yes,Brand new market; live seafood tank; species not found elsewhere.
JDR-0328,Bondi Surf Seafoods,Street Food,Fish and Chips,Sydney,Bondi Beach,Australia,,"Not the greatest ever, but the Bondi view makes up for it",Mixed,YouTube (Short),Trying fish and chips on the beach in Australia 📍Bondi Surf Seafoods,https://www.youtube.com/watch?v=GA7tRCvhJJY,,2026-02-24,6,Medium,No,Yes,best fish and chips in Sydney (claim),"fried fish, chips, homemade tartar sauce",fish and chips,,,Sydney|Street Food|Fish and Chips,Yes,"Family-run 50 years; fish lacks crunch, England does it better"
JDR-0168,Din Tai Fung,Restaurant,Taiwanese / Dumplings,Taipei,,Taiwan,,Some of the best soup dumplings I've ever had; keep getting better.,Positive,YouTube (Short),Trying the first ever Din Tai Fung in Taiwan #dumplings #taiwan,https://www.youtube.com/watch?v=Mdjx2sRisn4,,2025-12-15,9,High,No,No,some of the best soup dumplings I've ever had,xiao long bao (soup dumplings); shrimp wontons with chili oil; steamed pork buns; chocolate dessert dumplings,xiao long bao (soup dumplings),,,Taipei|Restaurant|Taiwanese / Dumplings,Yes,Original/first-ever location in Taiwan; dumplings made from scratch on-site.
JDR-0125,Fuhang Soy Milk,Restaurant / breakfast shop,Taiwanese breakfast,Taipei,,Taiwan,,"Gets the hype and the 2-hour line; the famous scallion pancake sandwich is delicious, oily and greasy in the best way to start your day.",Positive,YouTube (Short),Trying the famous Fuhang Soy Milk scallion pancake in Taiwan,https://www.youtube.com/watch?v=GqJX5wluYqs,,2025-12-16,8,High,No,No,I get the hype. I get the 2-hour line,Scallion pancake sandwich with fried dough ball; Taiwanese chili paste,Scallion pancake sandwich,$2 (sandwich),$,Taipei|Restaurant / breakfast shop|Taiwanese breakfast,Yes,Famous 2-hour line. City inferred as Taipei (Fuhang Soy Milk is the well-known Taipei institution).
JDR-0123,Chef Analise's,Restaurant,Fine dining / farm-to-table seafood,Tasmania,,Australia,,One of the most unique lunch experiences on Earth; a Michelin-trained chef who left fine dining to cook in her own home with ingredients grown and dived for on site.,Positive,YouTube (Short),This was one of the coolest culinary experiences I’ve ever had! #australia #seafood #homecook,https://www.youtube.com/watch?v=qZLhP6FL4MY,,2026-03-10,9,High,No,Yes,one of the most unique lunch experiences on Earth; almost not fair when you home make everything,Abalone pizza with homemade goat cheese and Tasmanian honey; Tasmanian surf and turf (dry-aged porterhouse with black foot abalone); tomato and peach salad,Tasmanian surf and turf,,$$$,Tasmania|Restaurant|Fine dining / farm-to-table seafood,Yes,"Michelin-trained chef; house restaurant on a remote Tasmanian farm. Ingredients dived for (sea urchin, abalone). Chef's name Analise used as business identifier."
JDR-0209,Yes Chef Reserve (Hamptons),Activity,Sushi / Surf and turf,The Hamptons,,USA,,I've never seen anything like this in my life,Positive,YouTube (Short),This is what the $100K Yes Chef Reserve Experience is like in the Hamptons,https://www.youtube.com/watch?v=UZPDnlg3JZc,,2025-09-03,9,High,No,No,$100K experience; world's first two-Michelin-star experience on a plane,"caviar, seafood and caviar tower, open-fire surf and turf",,"$100,000 experience",$$$$,The Hamptons|Activity|Sushi / Surf and turf,Yes,"Private jet with sushi master, private beach dinner, five courses with multi-Michelin-star chef"
JDR-0056,Round Swamp Farm,Shop,Grocery / Prepared Foods,The Hamptons,East Hampton / Montauk,USA,,"Mixed - right items are incredibly good, wrong items bankrupt you",Mixed,YouTube (long-form),Is the MOST EXPENSIVE grocery store in the world worth it?,https://www.youtube.com/watch?v=T421CVxysdE,00:00,2025-08-01,6,Medium,Yes,Yes,most expensive grocery store in the world; best cookies in the game,Sea salt caramel chocolate chip cookies; tuna poke bowl; grilled chicken sandwich,Sea salt caramel chocolate chip cookies,Basket ~$450,$$$$,The Hamptons|Shop|Grocery / Prepared Foods,Yes,Several items panned as overpriced; sauces and cookies praised
JDR-0339,Round Swamp Farm,Food Market,Grocery / Prepared Foods,The Hamptons,,USA,,Most expensive grocery store; makes Erewhon look like the dollar store,Mixed,YouTube (Short),In the Hamptons trying the most expensive grocery store in the country  📍Round Swamp Farm #hamptons,https://www.youtube.com/watch?v=1ujbJLRxtHc,,2024-08-26,5,Low,Yes,Yes,most expensive grocery store in the country,"$56 lobster salad, $22 chicken tenders, $15 chipotle mayo",chipotle mayo,$276 lunch; $56 lobster salad; $22 chicken tenders; $15 chipotle mayo,$$$$,The Hamptons|Food Market|Grocery / Prepared Foods,Yes,Overpriced but chipotle mayo is top three ever
JDR-0304,Round Swamp Farm,Food Market,Grocery / prepared foods,The Hamptons,,United States,,Overpriced items; shrimp not worth $4 each but the poke bowl is really good,Negative,YouTube (Short),In the Hamptons trying the most expensive grocery store in the country PT.2 📍Round Swamp Farm #food,https://www.youtube.com/watch?v=JUP_hay-hgU,,2024-08-26,4,Low,Yes,No,the most expensive grocery store in the country,$43 shrimp cocktail; $30 chicken Caesar salad; $33 tuna poke bowl,tuna poke bowl,$43 shrimp cocktail; $30 salad; $33 poke bowl,$$$$,The Hamptons|Food Market|Grocery / prepared foods,Yes,Value critique; poke bowl the lone standout (world's most expensive but good)
JDR-0013,Ritz-Carlton Tokyo,Hotel,Wagyu/Fine Dining,Tokyo,,Japan,,"""the best dinner we've had in Tokyo""; one of the best meals of the trip",Positive,YouTube (long-form),"The Best Food in Tokyo, Japan (Pt. 2)",https://www.youtube.com/watch?v=wBEQl6eQg4E,18:23,2026-01-09,10,High,No,Yes,one of the best meals of the entire trip; the best dinner we've had in Tokyo,Saga beef wagyu steak; otoro; uni (888); grouper,Saga beef wagyu steak,,$$$$,Tokyo|Hotel|Wagyu/Fine Dining,Yes,Set menu with floor-to-ceiling city view. Guest Philip Frankland Lee
JDR-0330,Matsunozushi,Restaurant,Japanese / Sushi Omakase,Tokyo,,Japan,,One of the best pieces of tuna I've ever had in my life,Positive,YouTube (Short),"Trying the best omakase in Japan 📍Matsunozushi, Tokyo #sushi #japan #tokyo #omakase",https://www.youtube.com/watch?v=Vlk5IuHw7uc,,2025-11-17,10,High,No,Yes,"best omakase in all of Tokyo, fourth generation sushi master","tuna nigiri, sea urchin, toro uni hand roll",toro uni hand roll,$900 a seat,$$$$,Tokyo|Restaurant|Japanese / Sushi Omakase,Yes,Run out of chef's house with Zen garden; geisha dancing show at halftime
JDR-0002,Iyoshi Cola (Asakusa Rokku),Cafe,Cola/Drinks,Tokyo,Asakusa,Japan,,"""the greatest cola you'll ever try in your life""",Positive,YouTube (long-form),"I Tried All The Best Food In Tokyo, Japan! | Part 1",https://www.youtube.com/watch?v=US9Y9q5aTP4,02:13,2025-11-26,9,High,No,Yes,the greatest cola you'll ever try in your life,Homemade craft cola,Homemade cola,$13,$$,Tokyo|Cafe|Cola/Drinks,Yes,Pit viper snake in jar for vibes; $13 per bag
JDR-0004,Unagi bowl restaurant (unnamed),Restaurant,Unagi/Eel,Tokyo,,Japan,,"""That bite was everything I dreamed of""; supposedly best unagi bowl in Tokyo",Positive,YouTube (long-form),"I Tried All The Best Food In Tokyo, Japan! | Part 1",https://www.youtube.com/watch?v=US9Y9q5aTP4,05:12,2025-11-26,9,High,No,Yes,the best unagi bowl in Tokyo; best one yet,Unagi (eel) bowl,Unagi bowl,,$$,Tokyo|Restaurant|Unagi/Eel,Yes,Not named in description; from transcript. Highlight of the day
JDR-0006,The Front Room,Restaurant,French Toast/Breakfast,Tokyo,,Japan,,"""the best French toast I've ever had""",Positive,YouTube (long-form),"The Best Food in Tokyo, Japan (Pt. 2)",https://www.youtube.com/watch?v=wBEQl6eQg4E,00:23,2026-01-09,9,High,Yes,Yes,the best French toast I've ever had,"French toast (milk bread, sweet cream, butter, maple syrup)",French toast,,$$,Tokyo|Restaurant|French Toast/Breakfast,Yes,Served in a cast iron skillet
JDR-0008,HARRY Harajuku (otter cafe),Activity,Animal Cafe,Tokyo,Harajuku,Japan,,"""one of the greatest moments of my life""; best money ever spent",Positive,YouTube (long-form),"The Best Food in Tokyo, Japan (Pt. 2)",https://www.youtube.com/watch?v=wBEQl6eQg4E,03:19,2026-01-09,9,High,No,Yes,one of the greatest moments of my life; some of the best money I've ever spent,,,,$$,Tokyo|Activity|Animal Cafe,Yes,"Cafe/petting zoo with otters, hedgehogs; not a food review"
JDR-0009,American Diner ANDRA,Restaurant,Cheeseburgers,Tokyo,,Japan,,"""100 times better than In-N-Out""",Positive,YouTube (long-form),"The Best Food in Tokyo, Japan (Pt. 2)",https://www.youtube.com/watch?v=wBEQl6eQg4E,04:32,2026-01-09,9,High,No,Yes,100 times better than In-N-Out,Three-cheese bechamel cheeseburger; Oklahoma burger; Touchdown,,,$$,Tokyo|Restaurant|Cheeseburgers,Yes,Beef imported from America; burger cooked in molten three-cheese bechamel. Guest Philip Frankland Lee
JDR-0012,YOSHINO (Private Omakase),Restaurant,Sushi/Omakase,Tokyo,,Japan,,"""one of the best pieces of sushi in my life""",Positive,YouTube (long-form),"The Best Food in Tokyo, Japan (Pt. 2)",https://www.youtube.com/watch?v=wBEQl6eQg4E,12:18,2026-01-09,9,High,No,Yes,one of the best pieces of sushi in my life; some of the best tuna I've ever had,Bluefin tuna; toro sea urchin hand roll; Hokkaido uni,Toro sea urchin hand roll,,$$$$,Tokyo|Restaurant|Sushi/Omakase,Yes,"Members-only omakase by 4th-gen master Yoshi, in his home. Guest Philip Frankland Lee"
JDR-0014,WAGYUMAFIA,Restaurant,Wagyu Beef,Tokyo,,Japan,,Wagyu sando so tender he needs 500 more; food even better than the party,Positive,YouTube (long-form),"The Best Food in Tokyo, Japan (Pt. 2)",https://www.youtube.com/watch?v=wBEQl6eQg4E,22:56,2026-01-09,9,High,No,No,the rarest wagyu beef money can buy,OG wagyu sando; giant oyster,OG wagyu sando,,$$$$,Tokyo|Restaurant|Wagyu Beef,Yes,"Members-only dining club, owner Hisato"
JDR-0015,Tsukiji Kagura Sushi,Street Food,Sushi,Tokyo,Tsukiji,Japan,,"""everything I dreamed of""; best uni he's had",Positive,YouTube (long-form),Inside Tokyo's Legendary Fish Market!,https://www.youtube.com/watch?v=9DHsXtUXAeA,01:37,2025-11-13,9,High,No,Yes,best uni I've had; one of the best experiences of my life,Nigiri; salmon; buri; monkfish liver; Hokkaido uni,Uni nigiri,,$$,Tokyo|Street Food|Sushi,Yes,Tiny 3-seat sushi bar run by an old couple. Guest Philip Frankland Lee
